uniprot	FLYBASE	Alias
Q9VVL6	FBgn0036761	CG5546;Dmel\CG5546;Med19
Q9VVL7	FBgn0036762	Dmel\CG7430;E3
Q9VVL0	FBgn0036756	CG5582;CLN3;Dmel\CG5582
A0A0B4KHL4	FBgn0250823	CG6963;CK1;CK1-gamma;CK1[[gamma]];CK1gamma;CKI-related;CKIgamma;Dmel\CG6963;Gish;Hrr25;NEST:bs27c08;Spider;anon-WO0118547.425;ms(3)89B;spider
Q9VS29	FBgn0265296	BcDNA:AT03867;CG14828;CG17742;CG32387;CG32389;CG42256;CG8618;CG8619;CT14580;CT14584;CT34644;Dmel\CG42256;Dmel_CG32387;Dmel_CG32389;Dscam-like
Q9VMX4	FBgn0262467	CG8885;Dmel\CG8885;SCO;SCO1;SCOX;dSco1;l(2)SH1783;l(2)SH2 1783;scox
Q9VS26	FBgn0040837	Dmel\CG8620
Q9VS25	FBgn0259173	CG32386;CG32390;CG42278;CG8621;Dmel\CG42278;Dmel_CG32386;Dmel_CG32390
Q9VS24	FBgn0023001	1441/14;CG8624;Dmel\CG8624;Melt;Q9VS24_DROME;anon-WO03014152.10;dMelt
Q9VVL8	FBgn0036763	BEST:CK01295;Dmel\CG7441;GH31
Q8SXC0	FBgn0036759	20151379;Dmel\CG5577
Q9VS21	FBgn0035743	Dmel\CG15829
Q9VS20	FBgn0035742	BcDNA:RE33457;Dmel\CG8629
A0A0B4K867	FBgn0013733	42/4;CG18076;CG18637;Dmel\CG18076;Grv;Shot;Su(Mir)1;grv;kak;kop;l(2)CA4;l(2)k03010;l(2)k04204;l(2)k05434;l(2)k05821;l(2)k10821;l(2)k15606;shortstop/kakapo
A0A0B4K866	FBgn0261041	CG12295;Dmel\CG12295;alpha[[2]]delta;alpha[[2]]delta-3;dalpha[[2]]delta-3;l(2)k10814
A0A0B4K864	FBgn0086757	CG4840;Cbs;Dmel\CG4840;dGolgin-97;dem
A0A0B4K869	FBgn0013733	42/4;CG18076;CG18637;Dmel\CG18076;Grv;Shot;Su(Mir)1;grv;kak;kop;l(2)CA4;l(2)k03010;l(2)k04204;l(2)k05434;l(2)k05821;l(2)k10821;l(2)k15606;shortstop/kakapo
A0A0B4KHX8	FBgn0051324	BcDNA:RH68619;CG14555;CG14557;Dmel\CG31324
Q5BI50	FBgn0033260	CG8711;CUL4;Cul-4;Cullin4;DMcul-4;Dmel\CG8711;cul-4;cul4;dCul4
Q5BI51	FBgn0033283	Dmel\CG11635
P48601	FBgn0015282	5289;CG5289;Dm-S4-1;DmP26S4;Dm_Rpt2;Dmel\CG5289;P26s4;PSMC1;Pros26.4;S4;dRpt2;p56;pros26.4
Q8T4D9	FBgn0030918	Dmel\CG15056
Q9VHG7	FBgn0037668	Dmel\CG16736
Q9NDJ2	FBgn0020306	27/4;CG9696;DOM;DOM-A;Dmel\CG9696;Dom;DomA;Domino;anon-WO0172774.190;l(2)81/8;l(2)k02704;l(2)k08108;p400
Q8T4D1	FBgn0261552	BcDNA:RE47781;CG16765;CG16776;CG16777;CG18509;CG42670;CG8144;Dmel\CG42670;Dmel_CG16765;Dmel_CG16777;EP(3)3406;NOVA1;PS;cg8144;l(3)10615
Q8T4D4	FBgn0031784	Dmel\CG9222
Q8T4D6	FBgn0037862	Dmel\CG4706
M9MRT5	FBgn0032515	CG6866;Dmel\CG6866;LOQS;Loqs;R3D1;R3D1-L;R3D1-S;TRBP;cg6866;dRax;loq;r3d1
M9MRT4	FBgn0264001	Bru-3;CG10046;CG12478;CG34243;CG43744;Dm Bru-3;Dmel\CG43744;Dmel_CG12478;Dmel_CG34243;cg10046;cg12478;l(3)05871
Q9VUX9	FBgn0263602	CG5241;Dmel\CG5241;Taspase1;anon-WO0118547.172;dTasp;l(3)72Dl
Q9VUX8	FBgn0036563	Dmel\CG13075
Q960Q9	FBgn0024975	Dmel\CG2712;EG:95B7.7;III;anon-3Be
Q8IQN8	FBgn0011693	CG4899;Dmel\CG4899;pcdr;pdh
Q4ABE3	FBgn0053801	CG33801;Dmel\CG33801
Q9VUX2	FBgn0263601	CG5841;D-mib;D-mib1;Dmel\CG5841;Dmib;MIB1;Mib;Mib1;dmib1;l(3)72CDa;l(3)72Db;mib;mib1/2;mind-bomb
Q9VUX1	FBgn0036557	CG5904;Dmel\CG5904;MRP-S31;RpS31
Q9VUX0	FBgn0036556	24664944;Dmel\CG5830
M9MRT9	FBgn0264001	Bru-3;CG10046;CG12478;CG34243;CG43744;Dm Bru-3;Dmel\CG43744;Dmel_CG12478;Dmel_CG34243;cg10046;cg12478;l(3)05871
Q9VUX6	FBgn0005536	0573/06;0953/04;CG32156;CG5600;CG5891;DMBS;DMYPT;DMbs;Dmel\CG32156;MBS;Mypt;l(3)03802;l(3)72Dd;l(3)S005331b;l(3)S057306;l(3)S057306b;l(3)S095304;l(3)j3B4;l(3)j7A1;mbs
Q9VUX4	FBgn0036560	Dmel\CG5895
Q86P18	FBgn0053970	CG14559;CG31085;CG6162;CG6166;Dmel\CG33970
P33270	FBgn0000473	143127_at;6a2;91-R;91R;CG9438;CYP6A2;CYP6a2;Cyp6A2;Cyp6a;Cyt-P450-B1;Dmel\CG9438;P-450;P-450-B;P450;P450-B;P450-B1;cyp6a2
Q960Q8	FBgn0035027	Dmel\CG3511
P22807	FBgn0002941	CG6534;Dmel\CG6534;NK-1;NK1;NK1/S59;Nk1;S-59;S59;S59/NK-1;Slou;prd9;s59;slou/NK1
A0A0B4LFY6	FBgn0050222	CG12709;CG15672;Dmel\CG30222
A0A0B4LFY9	FBgn0033453	Dmel\CG1667
P22808	FBgn0261930	CG6172;Dm vnd;Dm-NK2;Dmel\CG6172;EC6;EG:118B3.1;HDC16822;NK-2;NK2;Nkx2;VND;Vnd;dNK-2;l(1)1Bf;l(1)EA142;l(1)EC6;l(1)GA100;l(1)GA122;l(1)RC24;l(1)VA208;l(1)VE769;lab;nk-2;vnd/NK-2
P22809	FBgn0004862	BAP;Bap;CG7902;Dmel\CG7902;NK-3;NK3;bgp;dNK-3;nk-3
A8JV09	FBgn0029903	BEST:LD37601;BcDNA:LD08951;CG4532;Dmel\CG4532;Dpod1;POD-1;Pod1;coronin;dmPod;pod-1
A1Z784	FBgn0033246	A1Z784_DROME;ACoT;CG11198;CG8723;DmACC;Dmel\CG11198;FBgn0043811;dACC
A1Z787	FBgn0033248	CG11196;Dic3p;Dmel\CG11196
Q2PDX8	FBgn0036374	CG17689;Dmel\CG17689;lincRNA.S5070
Q8I044	FBgn0052819	Dmel\CG32819
Q8I044	FBgn0052820	Dmel\CG32820
Q8I044	FBgn0040028	Dmel\CG17450
M9PGJ2	FBgn0264598	CG14045;CG14047;CG43947;DmPsGEF;Dmel\CG43947;Dmel_CG14045;Dmel_CG14047;EG:BACH48C10.4;EG:BACH7M4.1;EG:BACH7M4.2;FBgn0264598;PsGef;null
A8JV00	FBgn0085446	BcDNA:GH23906;CG3950;CG3960;Dmel\CG34417;Dmel_CG3950;Dmel_CG3960
A8JV02	FBgn0085446	BcDNA:GH23906;CG3950;CG3960;Dmel\CG34417;Dmel_CG3950;Dmel_CG3960
A8JV04	FBgn0030735	Dmel\CG3632
A8JV07	FBgn0030738	Dmel\CG9915
Q9W0J2	FBgn0264272	BP1018;CG13913;CG34022;CG43772;Dmel\CG43772;Dmel_CG13913;Dmel_CG34022
Q9VDF0	FBgn0038852	CG7056;Dmel\CG7056;dHHEX
Q9VDF1	FBgn0038851	CG5737;Dmel\CG5737;dmrt93b
Q9VB55	FBgn0010328	CG5965;Dmel\CG5965;WOC;Woc
Q9VB54	FBgn0039503	Dmel\CG14262
Q9VDF4	FBgn0025865	CG3637;Dmel\CG3637;cortactin;cttn
Q9VB52	FBgn0002441	CG5954;Dmel\CG5954;L(3)MBT;L(3)MBT/LIN-61;L(3)mbt;L3mbt;MBT;dL(3)mbt;dl(3)MBT;l(3)malignant braintumor;mbt
Q9VB51	FBgn0039505	Dmel\CG5934
Q9VDF7	FBgn0038849	Dmel\CG7079;cg7079
Q9VDF9	FBgn0038847	Dmel\CG12278
Q8MQY9	FBgn0266435	CG9517;Dm GMCepsilon1;Dmel\CG45065
Q9VB59	FBgn0039500	Dmel\CG5984
Q9VB58	FBgn0039501	Dmel\CG5987
Q8IP51	FBgn0261563	&agr1;2;2Lan;2]];A1;BEST:CK02229;BG:DS03792.1;BG:DS03792.2;CG15288;CG32970;CG42677;CK02229;CT35236;DLAM;Dmel\CG42677;Dmel_CG15288;Dmel_CG32970;LM-A/alpha2;LanA1;alpha[[1;fus5;l(2)09437;l(2)34Fb;l(2)br1;l34Fb
Q9VG88	FBgn0053098	BcDNA:AT09395;BcDNA:RH08915;CG17756;CT39356;Dmel\CG33098
Q8IP52	FBgn0263038	BG:DS01523.2;CG15291;CG32972;Dmel\CG43333;Dmel_CG32972
Q9VG81	FBgn0038038	Dmel\CG5167
Q9VG80	FBgn0038039	Dmel\CG5196
Q9VG82	FBgn0038037	9f2;CG11466;Cyp 9f2;Cyp9F2;Dmel\CG11466;anon-EST:Posey150
Q9VG84	FBgn0038035	CG17227;Dmel\CG17227;LIG3;Lig3;lig 3
Q9VG87	FBgn0038032	CG32919;Dmel\CG10096;anon-WO0140519.58
Q9VG86	FBgn0038033	CG32919;CT28427;Dmel\CG10097;anon-WO0140519.58
Q8IQN0	FBgn0036577	Dmel\CG13073
Q9V4Z9	FBgn0002552	CG11770;Dmel\CG11770;Lin
A8E6R2	FBgn0037186	Dmel\CG11241
Q9W2D0	FBgn0034659	Dmel\CG4021;cg4021
Q9W0J9	FBgn0035189	CT9987;Dmel\CG9119
Q9VB53	FBgn0039504	Dmel\CG14260
M9PGI5	FBgn0085446	BcDNA:GH23906;CG3950;CG3960;Dmel\CG34417;Dmel_CG3950;Dmel_CG3960
Q0E9G4	FBgn0033188	CG1600;Dmel\CG1600
Q9VD30	FBgn0038946	CG7077;Dmel\CG7077
Q9VD37	FBgn0263117	CG13858;CG13859;CG13860;CG13861;Dmel\CG34377;Dmel_CG13858;Dmel_CG13859;Dmel_CG13860;Dmel_CG13861
Q0E9G3	FBgn0033224	CG1553;Dmel\CG1553
Q9VD35	FBgn0038941	Dmel\CG7080
Q960K8	FBgn0038326	CT16187;Dmel\CG5044;HIBCH
A1ZBL0	FBgn0003887	1t;A1ZBL0_DROME;B1t;BETA 56D;CG9277;DTB2;Dmbeta1;Dmel\CG9277;T;TBB1_DROME;Tub;Tubulin;beta;beta-Tub;beta-Tub56D;beta-tub;beta-tubulin56D;beta1;beta1-Tubulin;beta1-tub;beta1Tub;beta1t;beta1tub;beta56D;betaTub;betaTub1;beta[[1]] tubulin;beta[[1]]-tubulin;betatub(56D);betatub56D
A8JRE2	FBgn0085322	Dmel\CG34293
Q7K1H9	FBgn0034296	Dmel\CG10912
Q8IRG9	FBgn0035227	CG12090;Dmel\CG12090;SEA1;iml1
Q8IRG8	FBgn0035227	CG12090;Dmel\CG12090;SEA1;iml1
Q8IRG5	FBgn0035287	Dmel\CG13937;d4ST2
Q8IRG7	FBgn0035283	Dmel\CG12024
Q8IRG6	FBgn0002183	CG1828;DRE4/dSPT16;Dmel\CG1828;Dre4;SPT16;Spt16;dSPT16;dSpt16;dspt16;l(3)62Bg;l(3)dre4;spt16
Q8IRG3	FBgn0035298	BcDNA:RH54340;CG1140;CT1116;DmSCOT;Dmel\CG1140;cDNA B
Q7K1H5	FBgn0034000	Dmel\CG11808
A0A126GUP6	FBgn0027930	BEST:GH02921;CG1102;Dmel\CG1102;SP25;proPO-AE
A0A126GUP1	FBgn0000289	CG8367;Dmel\CG8367;l(2)07659;l(2)k11504;mig
O77430	FBgn0025637	CG16983;Dmel\CG16983;EG:115C2.4;SKP1;SKPA;Skp;Skp1;anon-WO03040301.234;anon-WO03040301.236;anon-WO03040301.238;dSKP1;dSkp-1;dSkpA;dskpA;l(1)G0037;l(1)G0058;l(1)G0109;l(1)G0389;skpA;spkA
Q9W1U6	FBgn0034822	CG9873;Dmel\CG9873;Rpl37b
L7EFC0	FBgn0024804	BcDNA:RE44177;CG17023;DBP80;DmDbp80;Dmel\CG17023;HEL80;Hel40;Hel80;hel-40;mdcds_36124
A0A126GUP9	FBgn0034389	CG15078;CG33146;CG33148;DmMCTP;Dmel\CG15078
B7Z0X0	FBgn0259150	CG15776;CG15777;CG17758;Dmel\CG42265;Dmel_CG15776;Dmel_CG15777;Dmel_CG17758
Q9W2D6	FBgn0027360	CG9878;Dmel\CG9878;Dromel_CG9878_FBtr0071676_tim10_mORF;bs31d12.y1;tim10
Q9VWF5	FBgn0031043	CG14222;DmAAF48987;Dmel\CG14222;dNAA20
Q9VWF4	FBgn0031044	CG14211;DMKP-4;Dmel\CG14211;Mkp4
Q9VWF3	FBgn0031045	19527979;CG14122;Dmel\CG14212
P49905	FBgn0011290	CG17358;Dmel\CG17358;T2DA_DROME;TAF;TAF12;TAF30a;TAF30alpha;TAF30alpha/28;TAF30alpha/28/22;TAFII30alpha/22;TAF[II]30alpha;TAF[[II]];TAF[[II]]230;TAF[[II]]30alpha;TAF[[II]]30alpha/28 TAF[[II]]22;TAF[[II]]30alpha/28/22;TFIID;TFIID 22;TFIID 28;TFIID-p28;Taf22;Taf28;Taf30alpha;Taf32;Taf[[II]]30alpha;d28/22;dTAF12;dTAF22;dTAF28;dTAFII30;dTAFII30 alpha;dTAF[[II]]30;dTAF[[II]]30alpha;dTAF[[II]]30alpha/22;dmTAF12;p22;p28
P49906	FBgn0011291	CG4079;Dmel\CG4079;TAF;TAF1;TAF11;TAF30b;TAF30beta;TAF[II]30beta;TAF[[II]];TAF[[II]]30beta;TFIID;TFIID 28 beta;TFIID-p28beta;Taf30beta;Taf[[II]]30beta;d30beta;dTAFII30;dTAFII30 beta;dTAFII30beta;dTAF[[II]]30;dTAF[[II]]30beta
Q9VWF0	FBgn0031048	16769716;Dmel\CG12237
A1Z6Y3	FBgn0033168	BcDNA:AT20622;Dmel\CG11145
A1Z6Y2	FBgn0033167	Dmel\CG1701
A1Z6Y1	FBgn0033165	Dmel\CG11113
Q9VNP4	FBgn0037206	Dmel\CG12768
Q9VWF8	FBgn0031040	BcDNA:RE23450;Dmel\CG14210
Q9VLE6	FBgn0032095	CG18241;CT29238;Dmel\CG18241;TL4;Tl-4;dTLR4;dToll4;toll
Q9VBV3	FBgn0039298	CG11853;CT33074;Dmel\CG11853;To
Q9VLC9	FBgn0032110	BcDNA:AT30262;Dmel\CG3748;anon-WO0140519.143
Q9VLC8	FBgn0032111	BcDNA:AT19071;Dmel\CG13110
Q9VLC3	FBgn0032116	CG3759;Dmel\CG3759;MCO1
Q9VLC1	FBgn0032117	CG4435;CT14430;Dmel\CG4435
Q9VLC0	FBgn0011232	CG3766;Dmel\CG3766;Scat;Vps54;ms(2)05289;ms(2)30B
Q9VLC5	FBgn0012036	146084_at;ACDH;ALDH;ALDHA1;CG 3752;CG3752;Dmel\CG3752
Q9VLC4	FBgn0032115	Dmel\CG4438
O18381	FBgn0005558	CG1464;DPax-6;Dmel\CG1464;EY;EYEL;Ey;Ey/Pax6;OK107;Pax-6;Pax6;eye;l(4)102CDh;l(4)102CDr;l(4)33;pax6
X2JCJ0	FBgn0025613	Dmel\CG3081;EG:84H4.4
P20659	FBgn0003862	4720;4733;CG8651;DMTRXIII;Dmel\CG8651;NR0A5;R-bx;Rg-bx;TRX;Trx;Trx-G;l(3)bx[v];l(3)j14A6;l(3)j3A2;l(3)s5452;tqrx;trx-g;trxI and trxII
Q9XZ08	FBgn0027535	BcDNA:LD21192;Botv;CG15110;DEXT3;DEXTL3;DExt3;Dextl3;Dmel\CG15110;Extl3;dExt3
Q27591	FBgn0010395	Beta[[nu]];CG1762;CT5192;Dmel\CG1762;Fly betanu;Itgbetanu;beta-nu;betaInt;betaInt nu;betaInt-nu;betaInt[nu];betaV-integrin;beta[[v]];beta[nu]-integrin;betagr;-nu;betanu;betav
O18388	FBgn0262743	38E.11;CG2637;Dmel\CG2637;Fs(2)Hon;Fs(2)Sz6;Fs(2)Sz7;Fs(2)ket;Hon;IMPbeta1;Impbeta;Ket;Ketel;Kpnb1;MRE26;dKap-beta;fs(2)Ket;fs(2)lo-B;fs(2)lto2;fs(2)ltoHD43;imp-beta;impbeta;ketel;kettle
Q9NG98	FBgn0040268	CG10123;DmTop3alpha;Dmel\CG10123;Top3a;Topo IIIalpha;dTopoIIIa;top3alpha;topo IIIalpha
Q9W1X3	FBgn0261564	BcDNA:LD42159;BcDNA:RE29641;CG30190;CG30193;CG42678;CG9848;D-reep1;Dmel\CG42678;Dmel_CG30190;Dmel_CG30193;anon-WO0118547.113;reep1
A0A0B4LGW4	FBgn0037577	Dmel\CG7443
Q9VRH6	FBgn0024182	CG1410;CG32527;Dmel\CG1410;anon-19Fb;tu2
Q7JPB9	FBgn0003353	CG3182;Derg;Dmel\CG3182;erg
M9NCP5	FBgn0031322	Dmel\CG5001
Q9VSD7	FBgn0035838	CG7942;Dmel\CG7942;Lbdr;Ldbr
Q86BM4	FBgn0052986	CG15866;Dmel\CG32986
Q01644	FBgn0004174	CG17945;Dmel\CG17945;Mst;Mst ORF;Mst84;Mst84D;Mst87D;Mstprox;mst(3)gl-3
Q01645	FBgn0004175	CG17935;Dmel\CG17935;Mst;Mst ORF;Mst84;Mst87D;Mstprox;mst(3)gl-4
Q7KTY3	FBgn0036999	CG32426;CG5976;Dmel\CG5976;isoDromeQC
Q8MQX9	FBgn0028343	CG8465;Dmel\CG8465;anon-WO03040301.175;anon-WO03040301.177;anon-WO03040301.179;dAnkle2;l(1)G0222;l(1)G0316
Q01642	FBgn0004172	CG17946;Dmel\CG17946;Mst;Mst ORF;Mst84;Mst87D;Mstprox;mst(3)gl-1
Q01643	FBgn0004173	BcDNA:AT08471;CG17934;Dmel\CG17934;Mst;Mst ORF;Mst84;Mst87D;Mstprox;NEST:bs22c06;bs22c06.y1;mst(3)gl-2
Q8SXS0	FBgn0260467	BcDNA:RE40914;Dmel\CG7071;Dromel_CG7071_FBtr0084211_mORF
Q9VDG4	FBgn0038845	Dmel\CG10827
Q9W1X8	FBgn0267823	CG3495;DmGMER;Dmel\CG3495;GER;gmer;l(2)SH1931
Q59DY3	FBgn0053511	CG14398;Dmel\CG33511
Q9VS41	FBgn0035756	CG14831;CG14832;CG14833;CG32381;CG8608;Dmel\CG32381;dunc-13-4A
A8JQW3	FBgn0037737	CG8383;Dmel\CG8383;FBgn0037737;dPnn
Q9VJX4	FBgn0263354	BcDNA:GH04046;BcDNA:HL01958;CG16850;CG16850/CG31846;CG16851;CG31846;CG31847;CR31846;Dm_2L:67149;Dmel\CG42784;Dmel_CG16850;Dmel_CG31846;Dmel_CG31847;Dmel_CR31846;mdcds_2231
P20385	FBgn0000286	BcDNA:GM09668;CF2;CF2.5;CG11924;Dmel\CG11924;cf2
A8JQW5	FBgn0037753	Dmel\CG12947
P08111	FBgn0002121	CG2671;D-LGL;Dmel\CG2671;L(2)GL;L(2)gl;LGL;Lgl;MENE (2L)-B;dlgl;gl;l(2);l(2) giant larva;l(2)giant larvae;l-gl;l[[2]]gl;lgl;p127;p127[l(2)gl];p127l(2)gl
O76742	FBgn0015795	AAF56218;CG5915;DRAB7;DRab7;Dm Rab7;DmRab7;Dmel\CG5915;Drab7;O76742;RAB7;Rab-7;Rab-r7;dRab7;drab7;rab7
Q9VL93	FBgn0032140	BcDNA:SD27505;Dmel\CG13117
A1Z793	FBgn0040778	Dmel\CG17977
M9NE71	FBgn0085423	BcDNA:RE58243;CG15411;CG3304;Dmel\CG34394;Dmel_CG15411;Dmel_CG3304
Q9I7Q6	FBgn0086611	CG18779;DmelLcp65Ag3;Dmel\CG18779;Lcp-g3;g3
Q9I7Q5	FBgn0042119	BcDNA:GH21145;CG18778;DmelCpr65Au;Dmel\CG18778
D5A7R5	FBgn0030669	Dmel\CG9240;anon-EST:Posey267
Q9I7Q9	FBgn0042112	BcDNA:GM01757;CG18767;Dmel\CG18767
A1Z891	FBgn0053474	Dmel\CG33474
Q9VNT5	FBgn0037170	CG11401;Dm-TrxR;DmTrx;DmTrxR-2;Dmel\CG11401;TRR;TrxR;Trxr2;trxr-2
A1Z893	FBgn0033521	BEST:LD11278;DPx-2540-1 variant;Dmel\CG12896;RE05501p;RH54193
A1Z892	FBgn0033520	1-cys peroxiredoxin DPx- 2540-1;BEST:LD11278;CG12405;DPx-2540-1;DPx2540;Dmel\CG12405;Prx2540
M9PFQ9	FBgn0261556	CG13811;CG13812;CG32223;CG42348;CG7323;Dmel\CG42674;Dmel_CG13811;Dmel_CG32223;Dmel_CG42348;Dmel_CG7323
Q8SY58	FBgn0030799	Dmel\CG4872
Q8SY59	FBgn0050011	BcDNA:HL07889;CG11867;CG30011;CG3459;Dmel\CG30011;anon-AE003830.1;dCP2
A8JNR3	FBgn0052082	CG7624;Dmel\CG32082;anon-WO0118547.199
A1Z898	FBgn0033526	CAF p105;CAF1-105;CAF1-p105;CAF1-p75;CAF1-p75/p105;CAF105/75;CAF1p105;CG12892;Caf1-10;Dmel\CG12892;caf1-105;dCAF-1-p105;dCAF1-p105;dCAF1-p75;p105;p105/p75;p75;p75/p105
A8JNR0	FBgn0036128	CG11801;Dmel\CG11801;elo68beta
M9PFQ1	FBgn0036913	CG8334;Dmel\CG8334;Q9VW49;USP15
Q8SY53	FBgn0032015	CG7830;Dmel\CG7830;MagT1;OST;dMagT1
M9PFQ2	FBgn0043841	BEST:GH02216;CG15493;CG31764;CG5453;Dmel\CG31764;Vir-1;Vir1;vir1
Q9W1U1	FBgn0034827	CG12192;DmKlp59D;Dmel\CG12192;KIF2A/B/C;KLP59D
Q95SK3	FBgn0050291	CG3282;Dmel\CG30291
Q9VJ72	FBgn0032692	Dmel\CG15161;IFT46
E1JIZ4	FBgn0029155	CG5889;Dmel\CG5889;MDH;Mdh;anon-EST:Posey79
Q8MRW1	FBgn0267976	BEST:GH02609;BcDNA:SD19278;CG40042;Dmel\CG40042;LP07554
Q0KI93	FBgn0037750	CG12946;Dmel\CG12946
Q9W021	FBgn0035335	BcDNA:RE49852;CG1320;Dmel\CG1320;L23
Q8MRW5	FBgn0039225	CG6892;Dmel\CG6892;Ets;ets96B
A0A0B4KFB3	FBgn0050495	CG17986;Dmel\CG30495
Q0KI94	FBgn0261552	BcDNA:RE47781;CG16765;CG16776;CG16777;CG18509;CG42670;CG8144;Dmel\CG42670;Dmel_CG16765;Dmel_CG16777;EP(3)3406;NOVA1;PS;cg8144;l(3)10615
Q6NNF2	FBgn0266377	CG42241;CG45019;CG5411;Dmel\CG45019;Dmel_CG42241;Dmel_CG5411;PDE8;pde8
Q8MSM9	FBgn0037572	Dmel\CG11698
Q6NNF8	FBgn0033627	13204;Dmel\CG13204
Q9VP18	FBgn0028663	ATP6V0M9.7-2;CG7625;Dmel\CG7625;Vha M9.7-2;VhaM9.7-2;anon-WO0118547.551;vhaM9.2-2;vhaM9.7-2;vhaM9.7-b
E8Z4Z5	FBgn0087011	CG17443;CG40067;CG40109;Dmel\CG41520
Q59DP9	FBgn0259214	BEST:CK;BEST:CK01140;BEST:CK02288;BP1021;CG2165;CG34036;CG42314;CK02288;Dmel\CG42314;Dmel_CG2165;Dmel_CG34036
Q59DP8	FBgn0259214	BEST:CK;BEST:CK01140;BEST:CK02288;BP1021;CG2165;CG34036;CG42314;CK02288;Dmel\CG42314;Dmel_CG2165;Dmel_CG34036
Q9VU49	FBgn0036345	Dmel\CG17300
Q9W4E8	FBgn0052767	BcDNA:GM08530;CG5086;CG5113;Dmel\CG32767;LD34931;i7
M9NEZ2	FBgn0261873	BP1063;CG12657;CG12658;CG15339;CG15340;CG15341;CG15342;CG1617;CG32717;Dmel\CG32717;PALS1;Pals1;Sdt;Std;anon-EST:fe2E6;cGUK1;cMAGUK1;l(1)7Ef;pal1;std
Q59DP3	FBgn0250819	2D9;BcDNA:RE73965;CG17467;CG32015;Dmel\CG33521;anon-EST:fe2A9;anon-EST:fe2D9;anon-EST:fe2E7;anon2D9
Q9W4E4	FBgn0029747	BcDNA:AT13663;Dmel\CG5062;FBgn0029747
Q59DP0	FBgn0005561	CG11049;Cat;D-Pax2;D-pax-2;D-pax2;DPax-2;DPax2;Dmel\CG11049;Dpax-2;Dpax2;PAX2;Pax2;Pax2/5/8;Pax258;Sv;d-Pax2;dPax2;dPax258;en(lz)4G/I;l(4)40;pax2/sparkling;pol;shaven/sparkling;spa;spa-sv
Q59DP7	FBgn0039900	CG10322;CG2381;Dmel\CG2381;SYT7;Syt 7;Syt VII;dsyt7;syt7
B7YZQ1	FBgn0035001	CG4527;DPlkk1;Dmel\CG4527;PLKK1;Plkk/Slik;Plkk1;SLIK;SLK;Slik1;Slk;dPlkk;dPlkk/Slik;slik;slk
Q9W4E0	FBgn0029750	Dmel\CG3323
Q9W4E1	FBgn0261803	CG15785;CG15786;Dmel\CG42749;Dmel_CG15785;Dmel_CG15786
E8Z4Z6	FBgn0087011	CG17443;CG40067;CG40109;Dmel\CG41520
Q9VYL5	FBgn0030403	Dmel\CG1824
Q4V579	FBgn0038404	Dmel\CG8925
Q9VU46	FBgn0036342	BcDNA:GM21080;Dmel\CG11279
A0A0B4KGE5	FBgn0023097	0241/08;0249/12;0434/20;0487/06;150268_at;150269_at;Bon;Bonus;CG15687;CG5206;Dmel\CG5206;anon-WO0118547.418;l(3)S043420
M9PDK3	FBgn0052479	CG12503;CG13903;CG32479;Dmel\CG32479;Q9W0L7
A1Z7S2	FBgn0002567	24652026;24652028;A1Z7S1;CG8024;DRABR1;DmRab32;Dmel\CG8024;DrabRP1;RAB-RP1;Rab-RP1;Rab-RP1/CG8024;Rab-r1;Rab32/RP1;Rab7L1;RabRP1;anon-WO0118547.106;beck;ltd;rab32
M9PDK6	FBgn0032938	Dmel\CG8671;anon-WO0118547.182
X2J9D7	FBgn0032973	Dmel\CG6675
O02372	FBgn0020277	76a;76c;76c(LUSH);CG8807;DmelObp76a;Dmel\CG8807;LUSH;Lush;Obp76a;obp76a
Q6AWP0	FBgn0025692	BEST:CK02213;CK02213;Dmel\CG3814
Q9VSF5	FBgn0035855	Dmel\CG7366;anon-WO0140519.185
A0A0B4KF34	FBgn0051550	CG12167;CG12168;Dmel\CG31550
Q5LJX8	FBgn0265767	BEST:CK02262;CG2893;CG40147;CK02262;Dmel\CG2893
Q0KID5	FBgn0086608	CG14649;CG41471;Dmel\CG34112;Dmel_CG41471
Q9VU43	FBgn0036340	CG11274;Dmel\CG11274;SRM160
Q9VDT1	FBgn0038742	CG4703;Dmel\CG4703;dARC42
Q0KID3	FBgn0052944	CG10532;CG9818;Dmel\CG32944
A0A0B4KHJ0	FBgn0038840	CT17756;DKaiRIC;DmelCG5621;Dmel\CG5621;anon-WO0138359.5
X2JE64	FBgn0029753	Dmel\CG4198
A4V0N7	FBgn0264894	CG6043;CG6108;Dmel\CG44085;Dmel_CG6043;Dmel_CG6108
Q8INZ8	FBgn0051809	Dmel\CG31809
Q8INZ6	FBgn0051805	Dmel\CG31805
Q8INZ7	FBgn0052832	Dmel\CG32832;NEST:bs10d12;NEST:bs21e09;bs21e09.y1
A1Z7S7	FBgn0033392	Cg8027;Dmel\CG8027
M9NDG3	FBgn0035426	24656659;Dmel\CG12078
Q9VYT0	FBgn0030347	17945012;Dmel\CG15739;FPPase;Phos15739
Q1RKU8	FBgn0034274	Dmel\CG10931
Q9VAM2	FBgn0039656	Dmel\CG11951
A0A0B4K682	FBgn0263929	CG33330;CG3563;CG43162;Dmel\CG43162;Dmel_CG33330;Dmel_CG3563;anon-WO0153538.4;anon-WO0153538.5
M9PGU6	FBgn0027594	BcDNA:GH03529;CG18172;CG2086;CT41022;CT6730;Dmel\CG2086;Drpr
