source_name;source_uniprotAC;source_speciesID;source_species;source_topology;source_pathways;target_name;target_uniprotAC;target_speciesID;target_species;target_topology;target_pathways;layer;interaction_type;directness;effect;references;source;confidence_score;score_from_the_source
Dmel_CG1451;Q9VAS9;FBgn0015589;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.242699;Structure filter: 2.42647
Dmel_CG1451;Q9VAS9;FBgn0015589;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.285986;Structure filter: 2.625
Dmel_CG1451;Q9VAS9;FBgn0015589;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 2.4375
Dmel_CG1451;Q9VAS9;FBgn0015589;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 2.17857
Dmel_CG1451;Q9VAS9;FBgn0015589;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.249985;Structure filter: 2.15217
Dmel_CG1451;Q9VAS9;FBgn0015589;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.249985;Structure filter: 2.4375
Dmel_CG1451;Q9VAS9;FBgn0015589;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 2.57143
Dmel_CG1451;Q9VAS9;FBgn0015589;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.249985;Structure filter: 2.38889
CG6193;Q961B0;FBgn0026598;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 2.42647
CG6193;Q961B0;FBgn0026598;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.261047;Structure filter: 2.625
CG6193;Q961B0;FBgn0026598;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 2.4375
CG6193;Q961B0;FBgn0026598;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.19659;Structure filter: 2.17857
CG6193;Q961B0;FBgn0026598;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 2.15217
CG6193;Q961B0;FBgn0026598;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.242699;Structure filter: 2.4375
CG6193;Q961B0;FBgn0026598;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174737;Structure filter: 2.57143
CG6193;Q961B0;FBgn0026598;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 2.38889
Dmel_CG10261;Q0E974;FBgn0261854;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 1.45536
Dmel_CG10261;Q0E974;FBgn0261854;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.304016;Structure filter: 1.78929
Dmel_CG10261;Q0E974;FBgn0261854;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.59687
Dmel_CG10261;Q0E974;FBgn0261854;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.70408
Dmel_CG10261;Q0E974;FBgn0261854;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.267812;Structure filter: 1.28929
Dmel_CG10261;Q0E974;FBgn0261854;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.280678;Structure filter: 1.72312
Dmel_CG10261;Q0E974;FBgn0261854;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.69082
Dmel_CG10261;Q0E974;FBgn0261854;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 1.81746
Dmel_CG12235;Q9VWE8;FBgn0031050;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.75714
Dmel_CG12235;Q9VWE8;FBgn0031050;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 2.005
Dmel_CG12235;Q9VWE8;FBgn0031050;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.845
Dmel_CG12235;Q9VWE8;FBgn0031050;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.8
Dmel_CG12235;Q9VWE8;FBgn0031050;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.76652
Dmel_CG12235;Q9VWE8;FBgn0031050;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.8125
Dmel_CG12235;Q9VWE8;FBgn0031050;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.98571
Dmel_CG12235;Q9VWE8;FBgn0031050;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70333
Dmel_CG2621;Q7KVY5;FBgn0003371;D. melanogaster;Transcription factor;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
Dmel_CG11533;Q9V4D6;FBgn0039908;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.45536
Dmel_CG11533;Q9V4D6;FBgn0039908;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.78929
Dmel_CG11533;Q9V4D6;FBgn0039908;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59687
Dmel_CG11533;Q9V4D6;FBgn0039908;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70408
Dmel_CG11533;Q9V4D6;FBgn0039908;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
Dmel_CG11533;Q9V4D6;FBgn0039908;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.72312
Dmel_CG11533;Q9V4D6;FBgn0039908;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.69082
Dmel_CG11533;Q9V4D6;FBgn0039908;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.81746
Dmel_CG10967;Q8MQJ7;FBgn0260945;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.19659;Structure filter: 1.45536
Dmel_CG10967;Q8MQJ7;FBgn0260945;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 1.78929
Dmel_CG10967;Q8MQJ7;FBgn0260945;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.59687
Dmel_CG10967;Q8MQJ7;FBgn0260945;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 1.70408
Dmel_CG10967;Q8MQJ7;FBgn0260945;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.207225;Structure filter: 1.28929
Dmel_CG10967;Q8MQJ7;FBgn0260945;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.207225;Structure filter: 1.72312
Dmel_CG10967;Q8MQJ7;FBgn0260945;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174737;Structure filter: 1.69082
Dmel_CG10967;Q8MQJ7;FBgn0260945;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.207225;Structure filter: 1.81746
Dmel_CG7986;Q9VSF0;FBgn0035850;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.166483;Structure filter: 1.55556
CG3068;Q27393;FBgn0000147;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.45536
CG3068;Q27393;FBgn0000147;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 1.78929
CG3068;Q27393;FBgn0000147;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.146212;Structure filter: 1.70408
CG3068;Q27393;FBgn0000147;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.28929
CG3068;Q27393;FBgn0000147;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.72312
CG3068;Q27393;FBgn0000147;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.180603;Structure filter: 1.81746
Dmel_CG1107;Q9VMY8;FBgn0037218;D. melanogaster;Co-factor;Notch(non-core);CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.180603;Structure filter: 1.45536
Dmel_CG1107;Q9VMY8;FBgn0037218;D. melanogaster;Co-factor;Notch(non-core);CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.78929
Dmel_CG1107;Q9VMY8;FBgn0037218;D. melanogaster;Co-factor;Notch(non-core);CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.59687
Dmel_CG1107;Q9VMY8;FBgn0037218;D. melanogaster;Co-factor;Notch(non-core);CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174737;Structure filter: 1.70408
Dmel_CG1107;Q9VMY8;FBgn0037218;D. melanogaster;Co-factor;Notch(non-core);CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.28929
